epochs,dimensions,loss,pos_rank,mrr,r1,r10,r50,auc,count
50.0,50.0,0.06673496501501751,6.3397063198717865,0.006091504156519052,0.006915595593053906,0.003193159389834605,0.010599514464770966,0.012765483382935428,7.586537784494029
50.0,100.0,0.06910057082896387,2.882375062340085,0.0073842548860546635,0.010752946900372116,0.0016764822297497383,0.013444272411204198,0.010380568074799944,7.586537784494029
50.0,200.0,0.289830985231048,3.328459203094825,0.009374883477794395,0.009295991948624356,0.007619276445670907,0.006484249069861509,0.004968201082887014,7.586537784494029
50.0,400.0,0.5534220330513275,2.2726786447322906,0.007595305080259926,0.005809111328670582,0.0119820169235215,0.010241754092385183,0.013181318253076552,7.586537784494029
100.0,50.0,0.14829699929533863,4.330258832397381,0.006796141666825047,0.005961199683695296,0.003179903876953937,0.017974080455539936,0.013732469074747245,7.586537784494029
100.0,100.0,0.32277030016200076,3.937460179692825,0.004497361226319273,0.0020674033251615173,0.0038191376862672286,0.014951934657428105,0.013008449929009808,7.586537784494029
100.0,200.0,0.5871527758788327,2.057595090282721,0.004937127662472942,0.003761897984026444,0.0020191633580933133,0.011547671520941171,0.007066273385282783,7.586537784494029
100.0,400.0,0.7848153257649563,5.259253622584355,0.004118720513298599,0.004525446993023635,0.006217478177596516,0.009854209196525552,0.006207972669613362,7.586537784494029
200.0,50.0,0.09388763970240412,8.183492992332523,0.00201340115779798,0.004838545151408865,0.008642712190047766,0.02598536976839083,0.02720770903418529,7.586537784494029
200.0,100.0,0.1262651531060277,1.6961199512089042,0.010114064311091207,0.010324908347723424,0.00322023646474741,0.006019692424774614,0.009334645871995118,7.586537784494029
200.0,200.0,0.0734862042986437,7.168934524894346,0.00435983493571336,0.0031273344123497063,0.007071359196709565,0.024878215602320754,0.026612461045324047,7.586537784494029
200.0,400.0,0.08206095295571254,4.478675573078371,0.0007825072239638091,0.001498002314936645,0.006331416481851965,0.017839682664093425,0.008795095261943827,7.586537784494029
400.0,50.0,0.1587331793363387,4.079508875669555,0.004674619010025192,0.0033723643110830505,0.006127325916653105,0.009752409286370672,0.008439942903966949,7.586537784494029
400.0,100.0,0.36525272833417355,11.951636549955081,0.010107223236653855,0.0071141825416245535,0.013287611607140768,0.009084685293882715,0.01781512926949703,7.586537784494029
400.0,200.0,0.1073819765551436,4.03753557947859,0.002595100383414869,0.0034693840282614377,0.005757531550547991,0.01850823150804947,0.018118564567867926,7.586537784494029
400.0,400.0,0.13701175943043392,4.428430045362198,0.004993309946540699,0.006970919958577124,0.0018808317309105583,0.0029647813859822267,0.01715328311302404,7.586537784494029
