epochs,dimensions,loss,pos_rank,mrr,r1,r10,r50,auc,count
50,50,12.5077,380.259,0.0641429,0.0387205,0.11532,0.174242,0.313131,594
50,100,12.5095,384.76,0.0779084,0.0530303,0.127946,0.177609,0.304714,594
50,200,12.522,388.423,0.020023,0.00925926,0.020202,0.166667,0.287879,594
50,400,12.5306,387.693,0.0190772,0.00925926,0.0126263,0.179293,0.268519,594
100,50,12.5164,391.834,0.0183895,0.010101,0.0193603,0.111111,0.263468,594
100,100,12.5226,397.043,0.0175986,0.010101,0.0151515,0.12037,0.242424,594
100,200,12.5306,393.301,0.0151608,0.00673401,0.010101,0.145623,0.244949,594
100,400,12.5421,389.71,0.016809,0.00841751,0.010101,0.166667,0.236532,594
200,50,12.5122,385.202,0.0706624,0.0429293,0.133838,0.179293,0.307239,594
200,100,12.5159,384.774,0.0731331,0.0420875,0.140572,0.179293,0.309764,594
200,200,12.5095,380.82,0.0464368,0.0311448,0.0681818,0.154882,0.341751,594
200,400,12.512,386.242,0.0378927,0.0210438,0.0572391,0.172559,0.289562,594
400,50,12.5162,386.917,0.0464679,0.0328283,0.0547138,0.177609,0.296296,594
400,100,12.5211,385.177,0.0299018,0.0117845,0.0488215,0.179293,0.289562,594
400,200,12.5122,387.803,0.0309118,0.0185185,0.0395623,0.138047,0.293771,594
400,400,12.5168,390.487,0.0225934,0.0143098,0.0159933,0.153199,0.26431,594
