epochs,dimensions,loss,pos_rank,mrr,r1,r10,r50,auc,count
50,50,12.5096,364.028,0.0721815,0.0459866,0.139632,0.193144,0.346154,598
50,100,12.5109,365.982,0.0756395,0.0367893,0.160535,0.211538,0.342809,598
50,200,12.5222,369.867,0.0365888,0.0150502,0.069398,0.204013,0.335284,598
50,400,12.5297,368.579,0.0418539,0.0217391,0.0735786,0.215719,0.32107,598
100,50,12.5176,381.909,0.0317969,0.0150502,0.0602007,0.121237,0.305184,598
100,100,12.5226,379.487,0.0319532,0.0158863,0.0535117,0.149666,0.279264,598
100,200,12.5295,373.658,0.0286949,0.0125418,0.0510033,0.179766,0.294314,598
100,400,12.5401,372.683,0.0271366,0.0083612,0.0451505,0.196488,0.276756,598
200,50,12.5134,366.413,0.0944025,0.0610368,0.174749,0.218227,0.351171,598
200,100,12.5166,365.104,0.112453,0.076087,0.185619,0.22408,0.353679,598
200,200,12.5114,370.134,0.0512222,0.027592,0.0961538,0.170569,0.336957,598
200,400,12.5141,372.777,0.0553681,0.0292642,0.109532,0.184783,0.319398,598
400,50,12.5172,368.606,0.0613049,0.0359532,0.119565,0.204849,0.328595,598
400,100,12.522,365.949,0.0632833,0.0359532,0.126254,0.221572,0.318562,598
400,200,12.5139,376.598,0.0485224,0.0309365,0.0861204,0.154682,0.311873,598
400,400,12.5175,374.471,0.0390752,0.0217391,0.0668896,0.172241,0.306856,598
