epochs,dimensions,loss,pos_rank,mrr,r1,r10,r50,auc,count
50.0,50.0,0.0025849994627119206,3.6970795982174183,0.003554444162828648,0.004974042710132495,0.005272023415055071,0.004192595245058714,0.01680306373519094,6.649979114420002
50.0,100.0,0.002671246067952857,3.953450672794877,0.0020719617778542404,0.00322130700492828,0.0043162770995384386,0.0021197510860161634,0.01117041368974309,6.649979114420002
50.0,200.0,0.0025037749277625563,2.532555012016312,0.0002765914476061926,0.0007276659535803499,0.0018632652325062766,0.0033588967765556025,0.009728754779289873,6.649979114420002
50.0,400.0,0.002369716344957137,1.4326482083501508,0.00433197363360192,0.007220350294980308,0.002602320903859991,0.0030323819387112513,0.005890566695997947,6.649979114420002
100.0,50.0,0.0024535688292771332,0.9713325326009101,0.001193169365830163,0.002042557240324002,0.0018942849245970285,0.0011379291131993576,0.016604775243552354,6.649979114420002
100.0,100.0,0.002409702609590559,0.7250661272524709,0.003643763557398067,0.0036637509777094103,0.005958839929792451,0.009425315167144278,0.006997647652366216,6.649979114420002
100.0,200.0,0.002179194550490832,1.5798056842536152,0.004315438717751262,0.00480118821126604,0.00526813796389831,0.000873100605123293,0.009200856566404854,6.649979114420002
100.0,400.0,0.002577250904010144,1.5227993958496255,0.0005165408104776299,0.0014911935316681358,0.006078450965500999,0.003885482752789182,0.008287771835662469,6.649979114420002
200.0,50.0,0.0026284765338293625,4.722958489007595,0.005868841436111747,0.006454522592380904,0.006037526369852693,0.009815063332562983,0.010524423436305974,6.649979114420002
200.0,100.0,0.0024055491403554407,2.147141510629098,0.006610586983014446,0.007800140773088648,0.008980417374611397,0.008436344245123135,0.01001405520034494,6.649979114420002
200.0,200.0,0.002361261433123668,1.3509607281075573,0.0033854647306126575,0.005961034697097476,0.0012950902156477978,0.005055559074479844,0.016311738860914467,6.649979114420002
200.0,400.0,0.002414309194964469,2.4067660182632262,0.0021164379382979,0.0020922286506657615,0.00831030412600326,0.003906961848916476,0.021569099229118396,6.649979114420002
400.0,50.0,0.0023442601296687305,3.0756730428747843,0.002274989481294361,0.0024615040009446807,0.00408461481932167,0.005741614252300675,0.004542124490685925,6.649979114420002
400.0,100.0,0.0027067816067546345,3.037076335337436,0.00575609750747462,0.006320232637068565,0.003954739182297615,0.0037831084514662796,0.00839823212878098,6.649979114420002
400.0,200.0,0.002566450207323351,2.187639062246495,0.004831992434688704,0.005789161943570839,0.004219745481266214,0.002005348570420836,0.023041885344351098,6.649979114420002
400.0,400.0,0.0026911377189248425,1.6352188436618,0.005506013312935433,0.00864574807302539,0.0030025566139541843,0.004151020677696835,0.009823570713114235,6.649979114420002
