epochs,dimensions,loss,pos_rank,mrr,r1,r10,r50,auc,count
50,50,12.5047,355.259,0.0804979,0.0506003,0.139794,0.191252,0.385077,583
50,100,12.5059,358.25,0.0861509,0.0540309,0.146655,0.20669,0.378216,583
50,200,12.5141,365.155,0.0522877,0.0300172,0.0891938,0.192967,0.331904,583
50,400,12.519,362.9,0.0470472,0.0222985,0.0866209,0.198971,0.329331,583
100,50,12.5099,370.138,0.0444421,0.0274443,0.0703259,0.141509,0.333619,583
100,100,12.5138,370.877,0.0483947,0.0265866,0.0814751,0.158662,0.319039,583
100,200,12.5192,368.277,0.0505816,0.0300172,0.0806175,0.174099,0.300172,583
100,400,12.5258,366.253,0.0463624,0.0240137,0.0789022,0.181818,0.29331,583
200,50,12.5079,359.471,0.0914915,0.0566038,0.155232,0.217839,0.356775,583
200,100,12.5105,360.317,0.0933861,0.0574614,0.150943,0.217839,0.35506,583
200,200,12.5062,363.334,0.0704038,0.0497427,0.111492,0.174099,0.315609,583
200,400,12.5078,364.362,0.0697608,0.0437393,0.107204,0.192967,0.328473,583
400,50,12.5106,362.73,0.0704546,0.0454545,0.116638,0.209262,0.336192,583
400,100,12.5142,362.911,0.0637096,0.0334477,0.11578,0.210978,0.352487,583
400,200,12.508,365.961,0.0436918,0.0188679,0.084048,0.165523,0.311321,583
400,400,12.5103,367.55,0.0576457,0.0385935,0.0857633,0.169811,0.338765,583
