epochs,dimensions,loss,pos_rank,mrr,r1,r10,r50,auc,count
50,50,12.5073,359.102,0.0739257,0.0436242,0.127517,0.183725,0.354027,596
50,100,12.5085,361.325,0.0815789,0.0461409,0.152685,0.203859,0.368289,596
50,200,12.5166,363.531,0.0519741,0.0285235,0.0847315,0.196309,0.347315,596
50,400,12.5217,362.02,0.0566649,0.0377517,0.0838926,0.206376,0.325503,596
100,50,12.5126,368.388,0.045977,0.0260067,0.0746644,0.144295,0.328859,596
100,100,12.5166,370.857,0.0420473,0.0184564,0.0746644,0.153523,0.326342,596
100,200,12.5213,365.76,0.0446453,0.022651,0.0746644,0.176174,0.32047,596
100,400,12.5286,365.218,0.0451254,0.0251678,0.0687919,0.191275,0.302013,596
200,50,12.5099,358.341,0.105082,0.0721477,0.169463,0.214765,0.353188,596
200,100,12.5125,359.307,0.108687,0.0755034,0.172819,0.209732,0.336409,596
200,200,12.5082,360.128,0.0628183,0.0360738,0.10906,0.186242,0.353188,596
200,400,12.5097,360.134,0.0726292,0.0444631,0.126678,0.201342,0.356544,596
400,50,12.5123,360.689,0.0681485,0.0394295,0.114094,0.209732,0.347315,596
400,100,12.5159,360.018,0.0650308,0.0352349,0.111577,0.211409,0.369128,596
400,200,12.5102,365.84,0.0554818,0.0327181,0.0889262,0.170302,0.361577,596
400,400,12.5126,365.386,0.0520691,0.0302013,0.0872483,0.17953,0.356544,596
