epochs,dimensions,loss,pos_rank,mrr,r1,r10,r50,auc,count
50,50,12.5072,358.104,0.0706741,0.0385906,0.137584,0.19547,0.339765,596
50,100,12.5087,361.108,0.0971922,0.0562081,0.178691,0.208893,0.347315,596
50,200,12.5215,366.178,0.0258935,0.0100671,0.0469799,0.199664,0.318792,596
50,400,12.5288,362.202,0.0268095,0.00755034,0.045302,0.218121,0.341443,596
100,50,12.5155,371.797,0.0304923,0.0176174,0.0436242,0.139262,0.307886,596
100,100,12.521,373.01,0.0204519,0.00755034,0.0285235,0.152685,0.28943,596
100,200,12.5289,370.122,0.0211053,0.00755034,0.0268456,0.174497,0.292785,596
100,400,12.5392,364.041,0.0212893,0.00587248,0.034396,0.197148,0.278523,596
200,50,12.5112,361.505,0.110803,0.0746644,0.181208,0.213926,0.347315,596
200,100,12.5144,361.627,0.118028,0.0780201,0.194631,0.217282,0.380872,596
200,200,12.5092,363.473,0.0575388,0.0285235,0.111577,0.182047,0.329698,596
200,400,12.5118,363.358,0.0584988,0.0310403,0.114933,0.203859,0.361577,596
400,50,12.5152,362.811,0.0645434,0.0385906,0.109899,0.208893,0.334732,596
400,100,12.5197,361.688,0.0625325,0.0302013,0.136745,0.218121,0.354027,596
400,200,12.5119,367.657,0.0380737,0.0209732,0.0587248,0.147651,0.328859,596
400,400,12.5161,367.068,0.0269736,0.0100671,0.0427852,0.176174,0.308725,596
