epochs,dimensions,loss,pos_rank,mrr,r1,r10,r50,auc,count
50,50,60.5503,103.304,0.262425,0.211697,0.35173,0.523888,0.775947,607
50,100,59.3813,111.48,0.274302,0.21911,0.377265,0.536244,0.738056,607
50,200,56.1524,108.414,0.27525,0.222405,0.382208,0.537891,0.738056,607
50,400,58.2059,128.079,0.289985,0.235585,0.38056,0.505766,0.714168,607
100,50,61.615,110.791,0.254451,0.204283,0.346787,0.498353,0.768534,607
100,100,58.3464,102.449,0.278655,0.226524,0.369028,0.543657,0.770181,607
100,200,56.2841,107.49,0.285112,0.229819,0.377265,0.546129,0.773476,607
100,400,57.0669,121.75,0.280449,0.217463,0.39374,0.515651,0.733937,607
200,50,58.3234,116.448,0.276437,0.221582,0.374794,0.531301,0.728995,607
200,100,58.1667,128.289,0.279555,0.219934,0.397035,0.518946,0.726524,607
200,200,60.449,102.809,0.263168,0.211697,0.359143,0.519769,0.76771,607
200,400,59.0515,109.408,0.286643,0.23888,0.369028,0.526359,0.744646,607
400,50,56.285,110.155,0.30592,0.259473,0.385502,0.534596,0.75453,607
400,100,57.342,123.393,0.293893,0.240527,0.389621,0.524712,0.742175,607
400,200,59.6535,99.0297,0.265012,0.211697,0.360791,0.532125,0.769357,607
400,400,56.8044,98.6392,0.274022,0.216639,0.382208,0.543657,0.759473,607
