bio_full
num_triples,num_sinks,num_sinks_no_dup,num_sources,num_sources_no_dup,num_repeats,num_repeats_no_dup,sink_avg,sink_min,sink_q1,sink_med,sink_q3,sink_max,source_avg,source_min,source_q1,source_med,source_q3,source_max,repeat_avg,repeat_min,repeat_q1,repeat_med,repeat_q3,repeat_max
91058582,64901421,13623972,64901421,4385915,26157161,4577592,4.7637374595116215,1.0,1.0,1.0,2.0,3228500.0,14.797690287588859,1.0,2.0,6.0,15.0,1117411.0,5.7141752070029845,1.0,3.0,4.0,5.0,1637757.0

db_full
12633560,11423953,2981629,11423953,586130,1209607,550671,3.831420619876121,1.0,1.0,1.0,1.0,697045.0,19.490484176691478,1.0,15.0,15.0,15.0,7511.0,2.196607768718107,1.0,1.0,1.0,1.0,41273.0

drug_full
6497964,5446117,2079154,5446117,414454,1051847,399251,2.6193916465022054,1.0,1.0,1.0,1.0,428081.0,13.140476724743216,1.0,7.0,10.0,10.0,23257.0,2.6345522855353787,1.0,1.0,1.0,1.0,38125.0

omim_full
10504995,8864606,4507308,8864606,1121071,1640389,1122401,1.966717155055114,1.0,1.0,1.0,1.0,1185608.0,7.907268056410394,1.0,5.0,5.0,6.0,16068.0,1.4615003563791875,1.0,1.0,1.0,1.0,48318.0

ph_full
7113312,6090194,2811465,6090194,641974,1023118,521171,2.1661973975124704,1.0,1.0,1.0,1.0,666924.0,9.486673115536012,1.0,6.0,6.0,6.0,5762.0,1.9631156820231404,1.0,1.0,1.0,1.0,27038.0

goa_full
86404416,73560188,15674396,73560188,3073804,12844228,3091543,4.693014052535999,1.0,1.0,1.0,1.0,6080642.0,23.931323184992664,1.0,14.0,14.0,15.0,3851640.0,4.154634483374316,1.0,1.0,1.0,1.0,2965348.0

hgnc_full
4267572,3674924,1897778,3674924,415958,592648,416245,1.9364356296867336,1.0,1.0,1.0,1.0,416256.0,8.834850717742459,1.0,5.0,6.0,6.0,71.0,1.4237970997780147,1.0,1.0,1.0,1.0,44172.0

kegg_full
89195261,75397616,27216889,75397616,8622153,13797645,8504190,2.7702511396600524,1.0,1.0,1.0,2.0,12115442.0,8.744638925409804,1.0,5.0,5.0,10.0,42818.0,1.6224525348625247,1.0,1.0,1.0,2.0,48430.0

lsr_full
60701,51753,26089,51753,6137,8948,6130,1.983670653173873,1.0,1.0,1.0,1.0,4351.0,8.434159061277706,1.0,1.0,6.0,16.0,41.0,1.4597813672703541,1.0,1.0,1.0,1.0,2175.0
