batch_size,num_batch_negs,num_uniform_negs,loss,pos_rank,mrr,r1,r10,r50,auc,count
500.0,10.0,10.0,11.7369,265.07500000000005,0.21308399999999997,0.18795233333333336,0.25018066666666666,0.2846883333333333,0.4989773333333334,599.3333333333334
500.0,10.0,50.0,12.049933333333334,317.29400000000004,0.20453166666666667,0.179975,0.24734066666666665,0.27271,0.40242500000000003,599.3333333333334
500.0,10.0,100.0,11.160666666666666,62.4946,0.233644,0.18638233333333334,0.29683166666666666,0.5940903333333333,0.8388066666666667,599.3333333333334
500.0,10.0,250.0,11.530499999999998,198.3356666666667,0.21502766666666664,0.18717533333333333,0.2537106666666667,0.33279566666666666,0.620839,599.3333333333334
500.0,10.0,500.0,11.731566666666666,264.75666666666666,0.21142533333333335,0.183769,0.25453933333333334,0.3091696666666666,0.510847,599.3333333333334
500.0,50.0,10.0,11.9489,297.71633333333335,0.21841133333333332,0.1924,0.262994,0.29350633333333337,0.43792566666666666,599.3333333333334
500.0,50.0,50.0,12.061466666666666,313.836,0.2034746666666667,0.17950766666666665,0.24903333333333333,0.2769063333333333,0.41142933333333326,599.3333333333334
500.0,50.0,100.0,11.025833333333333,61.100366666666666,0.244592,0.19889199999999999,0.3045733333333333,0.5992926666666666,0.8553113333333333,599.3333333333334
500.0,50.0,250.0,11.3035,92.4477,0.234048,0.19249466666666668,0.29380333333333336,0.5107896666666667,0.7919539999999999,599.3333333333334
500.0,50.0,500.0,11.507,187.26533333333336,0.22849299999999997,0.200511,0.2654856666666667,0.34707499999999997,0.6581966666666667,599.3333333333334
500.0,100.0,10.0,11.733466666666667,266.7556666666667,0.217152,0.19017866666666663,0.2643686666666667,0.3051383333333333,0.49820633333333336,599.3333333333334
500.0,100.0,50.0,11.922033333333333,289.26166666666666,0.21535933333333335,0.18832833333333332,0.25824633333333336,0.2979503333333333,0.45232633333333333,599.3333333333334
500.0,100.0,100.0,12.1379,319.99499999999995,0.20890633333333333,0.18242899999999998,0.24677633333333335,0.277474,0.40122066666666667,599.3333333333334
500.0,100.0,250.0,10.996400000000001,63.2912,0.24042766666666662,0.19302666666666668,0.3085063333333333,0.5869006666666666,0.832812,599.3333333333334
500.0,100.0,500.0,11.179400000000001,66.09433333333332,0.23311766666666664,0.18404566666666666,0.297816,0.5755,0.8364853333333334,599.3333333333334
500.0,250.0,10.0,11.300400000000002,96.92206666666668,0.23336800000000002,0.191761,0.28972266666666674,0.503817,0.7914616666666667,599.3333333333334
500.0,250.0,50.0,11.576466666666667,220.07233333333332,0.21385666666666667,0.18427799999999997,0.2587103333333333,0.32483866666666666,0.5711656666666667,599.3333333333334
