batch_size,num_batch_negs,num_uniform_negs,loss,pos_rank,mrr,r1,r10,r50,auc,count
500,10,10,70.5166,177.856,0.308492,0.2712,0.3648,0.4528,0.628,625
500,10,50,91.0737,250.33,0.275907,0.2328,0.3648,0.3992,0.5464,625
500,10,100,52.8463,81.4288,0.310708,0.2608,0.3992,0.5672,0.7944,625
500,10,250,61.0774,128.756,0.323899,0.2808,0.388,0.5128,0.724,625
500,10,500,74.2904,194.448,0.280582,0.232,0.3648,0.4248,0.6144,625
500,50,10,86.5784,236.205,0.2889,0.2464,0.3656,0.4104,0.5632,625
500,50,50,95.6337,247.041,0.267585,0.2232,0.3464,0.3864,0.5176,625
500,50,100,52.6109,79.1368,0.313173,0.2648,0.3904,0.5664,0.7888,625
500,50,250,55.9852,102.011,0.308247,0.2624,0.3832,0.5232,0.7656,625
500,50,500,60.0428,128.07,0.301998,0.2616,0.38,0.492,0.72,625
500,100,10,73.3827,190.998,0.289047,0.2432,0.3728,0.4408,0.6152,625
500,100,50,88.2954,228.331,0.284189,0.2464,0.352,0.404,0.568,625
500,100,100,101.458,263.812,0.284776,0.2512,0.3504,0.3752,0.512,625
500,100,250,51.7899,77.02,0.316933,0.2592,0.392,0.5864,0.7744,625
500,100,500,54.6402,97.4904,0.305406,0.256,0.3952,0.5432,0.788,625
500,250,10,56.5921,108.341,0.306139,0.2576,0.3928,0.5336,0.7672,625
500,250,50,63.9618,147.886,0.297512,0.2488,0.3864,0.48,0.7016,625
500,250,100,76.1418,199.253,0.297675,0.2568,0.3664,0.4248,0.5856,625
500,250,250,67.2723,161.874,0.300608,0.2568,0.3776,0.4784,0.6664,625
500,250,500,82.6273,221.492,0.283431,0.2384,0.368,0.4344,0.564,625
500,500,10,87.3801,253.332,0.276047,0.2312,0.3584,0.3928,0.5184,625
500,500,50,86.3422,250.845,0.284707,0.2464,0.3616,0.3896,0.5184,625
500,500,100,102.644,264.248,0.292059,0.2584,0.3536,0.3824,0.5136,625
500,500,250,54.0085,86.6496,0.296176,0.24,0.3976,0.564,0.7888,625
500,500,500,67.5068,163.242,0.30788,0.2688,0.3744,0.4608,0.6672,625
1000,10,10,76.9416,202.116,0.289216,0.2512,0.364,0.4304,0.6048,625
1000,10,50,86.3413,242.125,0.268083,0.2232,0.3584,0.4,0.5608,625
1000,10,100,86.335,246.842,0.280764,0.2416,0.3456,0.3848,0.5544,625
1000,10,250,55.5112,91.9456,0.310634,0.264,0.3896,0.5472,0.7872,625
1000,10,500,59.2445,125.382,0.310523,0.2624,0.3864,0.5208,0.7168,625
1000,50,10,66.8385,162.874,0.302789,0.2616,0.3792,0.4696,0.6776,625
1000,50,50,82.46,227.924,0.282077,0.2416,0.3504,0.4096,0.552,625
1000,50,100,81.8788,219.628,0.290284,0.2504,0.36,0.4328,0.5744,625
1000,50,250,103.585,264.598,0.264506,0.2184,0.3464,0.3824,0.5072,625
1000,50,500,51.5411,73.9872,0.303467,0.2496,0.4072,0.6016,0.8032,625
1000,100,10,55.5664,98.9232,0.309085,0.26,0.3864,0.5352,0.748,625
1000,100,50,57.1388,111.64,0.309785,0.2576,0.3888,0.54,0.744,625
1000,100,100,83.3979,226.189,0.292726,0.256,0.3696,0.4232,0.584,625
1000,100,250,67.1217,162.432,0.289805,0.2456,0.3672,0.468,0.6672,625
1000,100,500,53.9456,86.2352,0.32376,0.28,0.3984,0.5712,0.7896,625
1000,250,10,83.8905,226.886,0.292729,0.2536,0.356,0.428,0.5496,625
1000,250,50,77.9522,205.889,0.283741,0.244,0.3616,0.4232,0.6176,625
