batch_size,num_batch_negs,num_uniform_negs,loss,pos_rank,mrr,r1,r10,r50,auc,count
500,10,10,12.5057,342.928,0.0842666,0.047619,0.158163,0.221088,0.454932,588
500,10,50,12.5165,359.406,0.0856874,0.0510204,0.147109,0.211735,0.363946,588
500,10,100,12.4951,79.7338,0.123178,0.0561224,0.245748,0.547619,0.778061,588
500,10,250,12.502,302.31,0.0872423,0.0518707,0.153061,0.22534,0.532313,588
500,10,500,12.5061,342.848,0.0880974,0.0552721,0.143707,0.220238,0.420068,588
500,50,10,12.5124,357.392,0.0799254,0.047619,0.140306,0.220238,0.381803,588
500,50,50,12.5169,360.156,0.0600572,0.0229592,0.130952,0.213435,0.37585,588
500,50,100,12.4934,64.2313,0.134278,0.0739796,0.237245,0.570578,0.809524,588
500,50,250,12.498,167.333,0.104855,0.0552721,0.184524,0.340136,0.696429,588
500,50,500,12.5013,278.796,0.0894238,0.0535714,0.161565,0.231293,0.54932,588
500,100,10,12.5069,349.055,0.0820107,0.0493197,0.142007,0.215986,0.370748,588
500,100,50,12.5117,357.701,0.0835349,0.047619,0.157313,0.221088,0.385204,588
500,100,100,12.5199,359.264,0.0825589,0.0493197,0.142857,0.215136,0.32568,588
500,100,250,12.4927,63.4056,0.1295,0.0629252,0.231293,0.545068,0.790816,588
500,100,500,12.4962,102.282,0.111115,0.0578231,0.208333,0.446429,0.758503,588
500,250,10,12.4993,204.475,0.0901782,0.0501701,0.164966,0.276361,0.643707,588
500,250,50,12.5035,319.549,0.0880196,0.0510204,0.159864,0.219388,0.509354,588
500,250,100,12.5075,349.609,0.0840914,0.0527211,0.151361,0.217687,0.404762,588
500,250,250,12.5074,339.325,0.0739791,0.045068,0.123299,0.214286,0.434524,588
500,250,500,12.5171,363.346,0.0589099,0.0340136,0.102041,0.187925,0.340986,588
500,500,10,12.5187,363.298,0.0601249,0.0331633,0.111395,0.193878,0.329932,588
500,500,50,12.5192,365.611,0.0597346,0.0348639,0.108844,0.182823,0.314626,588
500,500,100,12.5229,361.554,0.0771522,0.045068,0.139456,0.201531,0.337585,588
