lr,reg,loss_fn,operator,comparator,loss,pos_rank,mrr,r1,r10,r50,auc,count
0.01,0.1,ranking,translation,dot,74.1359,169.984,0.180827,0.1325,0.258333,0.285833,0.676667,600
0.01,0.1,ranking,translation,l2,68.9577,169.572,0.286461,0.235,0.38,0.476667,0.663333,600
0.01,0.1,ranking,diagonal,dot,86.4455,183.86,0.124737,0.0783333,0.206667,0.25,0.639167,600
0.01,0.1,ranking,diagonal,l2,88.3043,256.249,0.253066,0.223333,0.295833,0.3175,0.525,600
0.01,0.1,softmax,translation,dot,11.9244,154.051,0.182966,0.139167,0.2625,0.281667,0.6875,600
0.01,0.1,softmax,translation,l2,11.5272,228.914,0.247281,0.2125,0.296667,0.348333,0.536667,600
0.01,0.1,softmax,diagonal,dot,11.4915,181.577,0.113808,0.0825,0.160833,0.185,0.669167,600
0.01,0.1,softmax,diagonal,l2,11.6145,272.662,0.235031,0.210833,0.274167,0.300833,0.515833,600
0.01,0.001,ranking,translation,dot,74.312,170.487,0.17951,0.1325,0.2625,0.281667,0.661667,600
0.01,0.001,ranking,translation,l2,69.5572,172.341,0.319886,0.275,0.383333,0.474167,0.644167,600
0.01,0.001,ranking,diagonal,dot,86.0656,184.126,0.126828,0.0858333,0.201667,0.298333,0.6525,600
0.01,0.001,ranking,diagonal,l2,90.3234,261.298,0.246055,0.218333,0.285833,0.313333,0.523333,600
0.01,0.001,softmax,translation,dot,87.4949,192.026,0.120522,0.0766667,0.2025,0.298333,0.653333,600
0.01,0.001,softmax,translation,l2,12.0129,155.032,0.168042,0.115833,0.2625,0.279167,0.671667,600
0.01,0.001,softmax,diagonal,dot,11.4726,228.189,0.244358,0.2175,0.283333,0.33,0.580833,600
0.01,0.001,softmax,diagonal,l2,11.4862,180.021,0.0947409,0.0583333,0.155,0.179167,0.675,600
0.01,1e-05,ranking,translation,dot,11.5266,254.255,0.240716,0.210833,0.289167,0.3,0.518333,600
0.01,1e-05,ranking,translation,l2,81.6449,149.404,0.17012,0.115833,0.2675,0.289167,0.6925,600
0.01,1e-05,ranking,diagonal,dot,75.0371,217.034,0.260307,0.230833,0.304167,0.349167,0.590833,600
0.01,1e-05,ranking,diagonal,l2,90.8635,183.887,0.0987521,0.0666667,0.146667,0.2425,0.65,600
0.01,1e-05,softmax,translation,dot,77.2194,242.28,0.234606,0.203333,0.286667,0.313333,0.534167,600
0.01,1e-05,softmax,translation,l2,12.4028,160.623,0.158993,0.105,0.258333,0.31,0.685,600
0.01,1e-05,softmax,diagonal,dot,12.4046,266.952,0.240535,0.215,0.279167,0.303333,0.5175,600
0.01,1e-05,softmax,diagonal,l2,90.9714,266.53,0.257562,0.228333,0.294167,0.311667,0.485833,600
0.001,0.1,ranking,translation,dot,12.48,155.145,0.111964,0.0783333,0.149167,0.274167,0.670833,600
0.001,0.1,ranking,translation,l2,12.4077,270.528,0.220775,0.185833,0.271667,0.303333,0.474167,600
0.001,0.1,ranking,diagonal,dot,81.5339,145.627,0.158774,0.104167,0.2625,0.285833,0.718333,600
0.001,0.1,ranking,diagonal,l2,75.5804,224.787,0.267333,0.241667,0.303333,0.3475,0.585,600
0.001,0.1,softmax,translation,dot,90.2906,179.317,0.100643,0.0675,0.145833,0.2075,0.634167,600
0.001,0.1,softmax,translation,l2,77.3377,245.625,0.247717,0.218333,0.291667,0.3275,0.528333,600
0.001,0.1,softmax,diagonal,dot,12.4032,163.535,0.166551,0.105,0.265,0.326667,0.676667,600
0.001,0.1,softmax,diagonal,l2,12.4031,264.326,0.240868,0.219167,0.273333,0.298333,0.493333,600
0.001,0.001,ranking,translation,dot,12.4793,180.028,0.106273,0.0741667,0.149167,0.2625,0.645833,600
0.001,0.001,ranking,translation,l2,12.4063,271.377,0.231597,0.201667,0.275833,0.3,0.495,600
0.001,0.001,ranking,diagonal,dot,11.0929,128.002,0.186885,0.1375,0.269167,0.2825,0.713333,600
0.001,0.001,ranking,diagonal,l2,81.477,154.908,0.154511,0.095,0.2625,0.28,0.675833,600
0.001,0.001,softmax,translation,dot,75.7012,228.058,0.243989,0.213333,0.293333,0.349167,0.550833,600
0.001,0.001,softmax,translation,l2,90.2183,192.846,0.104693,0.0725,0.1475,0.2125,0.6325,600
0.001,0.001,softmax,diagonal,dot,76.8648,238.153,0.247831,0.221667,0.291667,0.308333,0.546667,600
0.001,0.001,softmax,diagonal,l2,12.4041,162.937,0.149582,0.0933333,0.249167,0.3275,0.696667,600
0.001,1e-05,ranking,translation,dot,12.404,268.134,0.243235,0.215,0.280833,0.299167,0.4875,600
0.001,1e-05,ranking,translation,l2,12.4768,158.022,0.0995962,0.0633333,0.145833,0.2675,0.671667,600
0.001,1e-05,ranking,diagonal,dot,12.4094,279.251,0.23907,0.2075,0.283333,0.2975,0.435,600
0.001,1e-05,ranking,diagonal,l2,103.347,148.301,0.172011,0.121667,0.255833,0.388333,0.718333,600
0.001,1e-05,softmax,translation,dot,95.5422,255.639,0.263308,0.231667,0.32,0.371667,0.541667,600
0.001,1e-05,softmax,translation,l2,11.5412,238.952,0.248298,0.220833,0.2875,0.340833,0.530833,600
0.001,1e-05,softmax,diagonal,dot,103.619,147.491,0.231703,0.190833,0.296667,0.378333,0.730833,600
0.001,1e-05,softmax,diagonal,l2,96.3008,276.796,0.243379,0.215833,0.289167,0.309167,0.491667,600
0.0001,0.1,ranking,translation,dot,12.5067,151.389,0.177688,0.125833,0.266667,0.395,0.721667,600
0.0001,0.1,ranking,translation,l2,12.4918,256.573,0.270095,0.235833,0.32,0.360833,0.521667,600
0.0001,0.1,ranking,diagonal,dot,12.5072,145.397,0.252549,0.214167,0.3,0.3825,0.695,600
0.0001,0.1,ranking,diagonal,l2,12.4936,282.65,0.243256,0.214167,0.290833,0.31,0.481667,600
0.0001,0.1,softmax,translation,dot,103.358,149.453,0.196198,0.151667,0.261667,0.3675,0.6925,600
0.0001,0.1,softmax,translation,l2,95.4883,255.222,0.247602,0.215,0.309167,0.355833,0.508333,600
0.0001,0.1,softmax,diagonal,dot,103.625,145.283,0.235802,0.196667,0.295,0.373333,0.730833,600
0.0001,0.1,softmax,diagonal,l2,96.4537,283.033,0.23243,0.204167,0.281667,0.3075,0.465,600
0.0001,0.001,ranking,translation,dot,11.5824,192.904,0.0966524,0.0658333,0.146667,0.1675,0.623333,600
0.0001,0.001,ranking,translation,l2,12.5067,149.71,0.179167,0.1275,0.255,0.3775,0.704167,600
0.0001,0.001,ranking,diagonal,dot,12.4918,257.613,0.273749,0.241667,0.32,0.368333,0.525,600
0.0001,0.001,ranking,diagonal,l2,12.5072,147.092,0.227132,0.185833,0.293333,0.37,0.7,600
0.0001,0.001,softmax,translation,dot,12.4933,279.932,0.237628,0.206667,0.286667,0.31,0.47,600
0.0001,0.001,softmax,translation,l2,103.35,147.807,0.167258,0.108333,0.265,0.3975,0.691667,600
0.0001,0.001,softmax,diagonal,dot,95.4844,257.103,0.258797,0.228333,0.310833,0.36,0.5275,600
0.0001,0.001,softmax,diagonal,l2,103.628,150.009,0.23114,0.193333,0.289167,0.365833,0.7275,600
0.0001,1e-05,ranking,translation,dot,96.2626,276.832,0.243729,0.213333,0.294167,0.313333,0.4975,600
0.0001,1e-05,ranking,translation,l2,12.5067,154.769,0.195227,0.15,0.268333,0.374167,0.699167,600
0.0001,1e-05,ranking,diagonal,dot,12.4917,256.418,0.245216,0.204167,0.321667,0.365833,0.525833,600
0.0001,1e-05,ranking,diagonal,l2,11.9367,280.062,0.22142,0.190833,0.270833,0.305,0.481667,600
0.0001,1e-05,softmax,translation,dot,12.5072,155.347,0.239182,0.201667,0.291667,0.366667,0.685833,600
0.0001,1e-05,softmax,translation,l2,12.4932,278.928,0.227152,0.195,0.288333,0.306667,0.47,600
0.0001,1e-05,softmax,diagonal,dot,72.8543,159.19,0.178323,0.128333,0.259167,0.308333,0.715833,600
0.0001,1e-05,softmax,diagonal,l2,67.3595,168.312,0.308195,0.2575,0.390833,0.4875,0.668333,600
0.01,None,ranking,affine,dot,12.277,168.937,0.159545,0.105,0.259167,0.279167,0.674167,600
0.01,None,ranking,affine,l2,11.3225,208.29,0.249654,0.216667,0.3025,0.365,0.629167,600
0.01,None,softmax,affine,dot,83.9335,157.067,0.147147,0.0933333,0.255833,0.28,0.68,600
0.01,None,softmax,affine,l2,75.0769,208.273,0.27616,0.254167,0.304167,0.345833,0.6075,600
0.001,None,ranking,affine,dot,12.2179,103.126,0.137132,0.0775,0.255833,0.384167,0.785,600
0.001,None,ranking,affine,l2,12.3901,252.572,0.233675,0.201667,0.288333,0.305,0.529167,600
0.001,None,softmax,affine,dot,74.3073,173.197,0.18055,0.134167,0.260833,0.278333,0.676667,600
0.001,None,softmax,affine,l2,103.312,143.683,0.164331,0.1075,0.255,0.371667,0.708333,600
0.0001,None,ranking,affine,dot,95.4319,257.461,0.248451,0.211667,0.31,0.355833,0.538333,600
0.0001,None,ranking,affine,l2,12.5066,146.4,0.19033,0.144167,0.264167,0.385,0.708333,600
0.0001,None,softmax,affine,dot,12.4912,256.152,0.256223,0.228333,0.304167,0.3525,0.539167,600
0.0001,None,softmax,affine,l2,67.817,162.918,0.294045,0.246667,0.375833,0.4675,0.633333,600
