lr,reg,loss_fn,operator,comparator,loss,pos_rank,mrr,r1,r10,r50,auc,count
0.01,0.1,ranking,translation,dot,85.52453333333334,200.13599999999997,0.1014191,0.06683606666666665,0.17025833333333332,0.18698533333333334,0.621771,595.6666666666666
0.01,0.1,ranking,translation,l2,96.7144,236.49766666666665,0.08083173333333334,0.04502073333333333,0.15959533333333334,0.26941833333333337,0.549468,595.6666666666666
0.01,0.1,ranking,diagonal,dot,103.58033333333333,254.90533333333335,0.021292533333333336,0.011181186666666667,0.0291925,0.053378,0.5086803333333333,595.6666666666666
0.01,0.1,ranking,diagonal,l2,125.01166666666666,347.923,0.02280333333333333,0.0077801300000000006,0.04689446666666667,0.1024236,0.38205399999999995,595.6666666666666
0.01,0.1,softmax,translation,dot,13.2772,175.034,0.10098406666666666,0.06138433333333334,0.18503999999999998,0.18810300000000002,0.6665326666666666,595.6666666666666
0.01,0.1,softmax,translation,l2,12.803566666666669,340.08733333333333,0.0239408,0.011775576666666667,0.04169203333333333,0.09239996666666667,0.35443033333333335,595.6666666666666
0.01,0.1,softmax,diagonal,dot,13.001466666666667,230.85,0.027457333333333334,0.015117686666666666,0.04291293333333333,0.06870583333333333,0.567216,595.6666666666666
0.01,0.1,softmax,diagonal,l2,12.815,382.3876666666667,0.015013266666666669,0.007598433333333334,0.019943366666666667,0.03836776666666667,0.30351433333333333,595.6666666666666
0.01,0.001,ranking,translation,dot,85.86343333333333,202.3036666666667,0.09941536666666667,0.06446533333333333,0.174077,0.18645166666666668,0.6133466666666667,595.6666666666666
0.01,0.001,ranking,translation,l2,97.82530000000001,241.09266666666667,0.0811662,0.04660343333333333,0.15022233333333332,0.25466733333333336,0.547822,595.6666666666666
0.01,0.001,ranking,diagonal,dot,103.06299999999999,253.54100000000003,0.021978266666666666,0.01111511,0.029534133333333334,0.052141933333333335,0.5100933333333333,595.6666666666666
0.01,0.001,ranking,diagonal,l2,123.71366666666665,343.50800000000004,0.0222657,0.007566573333333333,0.04636043333333333,0.09981056666666666,0.37556100000000003,595.6666666666666
0.01,0.001,softmax,translation,dot,103.668,259.203,0.018941133333333336,0.008132096666666666,0.025806333333333334,0.048645466666666665,0.48787933333333333,595.6666666666666
0.01,0.001,softmax,translation,l2,13.323333333333332,178.34833333333336,0.10392433333333334,0.06462050000000001,0.184204,0.187539,0.6715233333333334,595.6666666666666
0.01,0.001,softmax,diagonal,dot,12.786499999999998,330.54900000000004,0.0281959,0.012859243333333334,0.04934553333333334,0.11309256666666667,0.38444666666666666,595.6666666666666
0.01,0.001,softmax,diagonal,l2,13.038766666666666,226.65833333333333,0.030748366666666666,0.015165633333333333,0.055354633333333327,0.07818306666666668,0.5765103333333332,595.6666666666666
0.01,1e-05,ranking,translation,dot,12.715366666666668,344.56,0.0160487,0.006964466666666666,0.0223594,0.05480379999999999,0.363291,595.6666666666666
0.01,1e-05,ranking,translation,l2,90.19566666666667,181.37366666666665,0.10052019999999999,0.0612498,0.18364666666666665,0.19344566666666665,0.6524473333333334,595.6666666666666
0.01,1e-05,ranking,diagonal,dot,105.17766666666667,304.911,0.017215033333333334,0.008684496666666666,0.0165081,0.0731022,0.420827,595.6666666666666
0.01,1e-05,ranking,diagonal,l2,105.052,285.43399999999997,0.0162817,0.007298563333333334,0.020002603333333334,0.05781073333333333,0.456412,595.6666666666666
0.01,1e-05,softmax,translation,dot,43.69753333333333,232.755,0.0753723,0.04534391333333334,0.1305495,0.15651393333333333,0.5607143333333333,595.6666666666666
0.01,1e-05,softmax,translation,l2,12.506533333333332,324.234,0.04047036666666667,0.02607901,0.06586694333333333,0.07730516666666667,0.40029833333333337,595.6666666666666
0.01,1e-05,softmax,diagonal,dot,85.79456666666665,360.5833333333333,0.027288019999999996,0.01296730666666667,0.05125805,0.09205796666666666,0.34190799999999993,595.6666666666666
0.01,1e-05,softmax,diagonal,l2,50.08826666666667,263.65233333333333,0.020804866666666668,0.009431676666666668,0.02674958666666667,0.07356563333333334,0.4884876666666667,595.6666666666666
0.001,0.1,ranking,translation,dot,12.523933333333334,337.6166666666666,0.012627636666666666,0.0061410633333333344,0.012333343333333335,0.03319306666666667,0.37510233333333337,595.6666666666666
0.001,0.1,ranking,translation,l2,64.04036666666667,251.09266666666667,0.07178473666666667,0.04197141333333334,0.12874720333333334,0.13988383333333335,0.5453800000000001,595.6666666666666
0.001,0.1,ranking,diagonal,dot,100.08346666666667,262.69233333333335,0.044010799999999996,0.02662281,0.07068203333333332,0.11169386666666668,0.499346,595.6666666666666
0.001,0.1,ranking,diagonal,l2,103.88566666666668,268.8053333333333,0.016198166666666666,0.008106503333333332,0.01624722,0.046460466666666665,0.49251933333333336,595.6666666666666
0.001,0.1,softmax,translation,dot,105.40633333333334,296.3906666666667,0.014196199999999999,0.006172919999999999,0.015471136666666668,0.03917233333333334,0.43351333333333336,595.6666666666666
0.001,0.1,softmax,translation,l2,43.8932,241.1736666666667,0.07420149999999999,0.04533915333333333,0.12812673333333333,0.1538653,0.5556463333333334,595.6666666666666
