lr,reg,loss_fn,operator,comparator,loss,pos_rank,mrr,r1,r10,r50,auc,count
0.0001,0.1,softmax,diagonal,dot,103.363,334.391,0.0656246,0.0366057,0.112313,0.224626,0.402662,601
0.0001,0.1,softmax,diagonal,l2,103.544,198.265,0.0545184,0.0249584,0.0923461,0.262895,0.601498,601
0.0001,0.001,ranking,translation,dot,104.965,363.49,0.0292784,0.00998336,0.0615641,0.103993,0.336938,601
0.0001,0.001,ranking,translation,l2,12.3412,238.87,0.051416,0.0282862,0.0898502,0.110649,0.53827,601
0.0001,0.001,ranking,diagonal,dot,12.5036,336.877,0.0717205,0.0440932,0.112313,0.22629,0.427621,601
0.0001,0.001,ranking,diagonal,l2,12.5038,198.78,0.0503219,0.0207987,0.0865225,0.236273,0.609817,601
0.0001,0.001,softmax,translation,dot,12.5064,360.673,0.0320181,0.0141431,0.0599002,0.105657,0.376872,601
0.0001,0.001,softmax,translation,l2,103.147,170.498,0.148963,0.0923461,0.262895,0.295341,0.699667,601
0.0001,0.001,softmax,diagonal,dot,103.402,335.304,0.0661599,0.0374376,0.113977,0.225458,0.384359,601
0.0001,0.001,softmax,diagonal,l2,103.549,204.384,0.0509972,0.0224626,0.0881864,0.22629,0.578203,601
0.0001,1e-05,ranking,translation,dot,105.122,365.855,0.0361382,0.0199667,0.0590682,0.102329,0.321131,601
0.0001,1e-05,ranking,translation,l2,12.503,171.577,0.133827,0.0732113,0.267055,0.299501,0.694676,601
0.0001,1e-05,ranking,diagonal,dot,12.5033,331.913,0.0723403,0.0490849,0.113977,0.217138,0.420965,601
0.0001,1e-05,ranking,diagonal,l2,12.571,335.359,0.0353081,0.014975,0.0723794,0.1198,0.351913,601
0.0001,1e-05,softmax,translation,dot,12.5037,203.512,0.0447376,0.014975,0.0831947,0.212146,0.603161,601
0.0001,1e-05,softmax,translation,l2,12.5066,366.295,0.0351651,0.0191348,0.0615641,0.114809,0.342762,601
0.0001,1e-05,softmax,diagonal,dot,78.258,182.194,0.140319,0.0831947,0.25624,0.283694,0.677205,601
0.0001,1e-05,softmax,diagonal,l2,80.2039,183.931,0.128864,0.0648918,0.262895,0.389351,0.65807,601
0.01,None,ranking,affine,dot,13.7846,162.359,0.133132,0.0757072,0.246256,0.275374,0.68802,601
0.01,None,ranking,affine,l2,12.3878,279.551,0.0581581,0.0324459,0.103993,0.166389,0.486689,601
0.01,None,softmax,affine,dot,86.2942,157.436,0.151157,0.093178,0.275374,0.304493,0.707155,601
0.01,None,softmax,affine,l2,98.9976,282.097,0.0501398,0.0299501,0.0840266,0.138103,0.496672,601
0.001,None,ranking,affine,dot,12.2975,162.667,0.131477,0.0790349,0.242928,0.284526,0.676373,601
0.001,None,ranking,affine,l2,12.499,345.056,0.0422412,0.0241265,0.0707155,0.0906822,0.372712,601
0.001,None,softmax,affine,dot,76.0266,182.316,0.136785,0.0765391,0.263727,0.287854,0.651414,601
0.001,None,softmax,affine,l2,103.106,169.032,0.140108,0.0840266,0.254576,0.300333,0.703827,601
0.0001,None,ranking,affine,dot,103.369,332.73,0.0648559,0.0407654,0.0998336,0.206323,0.404326,601
0.0001,None,ranking,affine,l2,12.5029,172.052,0.137706,0.078203,0.262895,0.303661,0.688852,601
0.0001,None,softmax,affine,dot,12.5031,331.07,0.0634851,0.0382696,0.108985,0.203827,0.410982,601
0.0001,None,softmax,affine,l2,89.4187,218.428,0.118087,0.0715474,0.201331,0.30782,0.593178,601
