lr,reg,loss_fn,operator,comparator,loss,pos_rank,mrr,r1,r10,r50,auc,count
0.01,0.1,ranking,translation,dot,79.1597,188.611,0.148679,0.0977011,0.245484,0.253695,0.655172,609
0.01,0.1,ranking,translation,l2,93.8636,229.289,0.107596,0.0648604,0.186371,0.299672,0.589491,609
0.01,0.1,ranking,diagonal,dot,104.054,258.381,0.0203043,0.0106732,0.0311987,0.0632184,0.504926,609
0.01,0.1,ranking,diagonal,l2,123.302,337.996,0.0202575,0.00738916,0.0418719,0.107553,0.35468,609
0.01,0.1,softmax,translation,dot,12.8539,162.957,0.156225,0.102627,0.248768,0.252874,0.690476,609
0.01,0.1,softmax,translation,l2,12.8193,336.7,0.0144618,0.00328407,0.0238095,0.0935961,0.380952,609
0.01,0.1,softmax,diagonal,dot,13.3769,238.927,0.0300315,0.0164204,0.045156,0.0755337,0.539409,609
0.01,0.1,softmax,diagonal,l2,12.8376,386.759,0.00891974,0.00410509,0.00738916,0.0270936,0.300493,609
0.01,0.001,ranking,translation,dot,78.7107,186.918,0.155523,0.106732,0.251232,0.255337,0.668309,609
0.01,0.001,ranking,translation,l2,92.2936,221.057,0.112141,0.0665025,0.192939,0.316092,0.558292,609
0.01,0.001,ranking,diagonal,dot,104.628,263.619,0.0195803,0.00821018,0.0328407,0.0582923,0.502463,609
0.01,0.001,ranking,diagonal,l2,124.158,345.302,0.0133942,0.00328407,0.0213465,0.0747126,0.376847,609
0.01,0.001,softmax,translation,dot,103.384,252.039,0.0195047,0.00821018,0.0303777,0.0673235,0.49179,609
0.01,0.001,softmax,translation,l2,12.9261,166.755,0.15329,0.100985,0.245484,0.256158,0.694581,609
0.01,0.001,softmax,diagonal,dot,12.8034,338.923,0.0178378,0.00656814,0.0287356,0.0755337,0.366174,609
0.01,0.001,softmax,diagonal,l2,13.436,235.211,0.0187115,0.00656814,0.0328407,0.0738916,0.557471,609
0.01,1e-05,ranking,translation,dot,12.7556,360.134,0.0101356,0.00328407,0.0114943,0.0377668,0.362069,609
0.01,1e-05,ranking,translation,l2,84.3253,164.524,0.145833,0.092775,0.248768,0.258621,0.690476,609
0.01,1e-05,ranking,diagonal,dot,105.275,292.402,0.0140214,0.00410509,0.0155993,0.0853859,0.45977,609
0.01,1e-05,ranking,diagonal,l2,104.018,255.535,0.0115314,0.00492611,0.00985222,0.0270936,0.482759,609
0.01,1e-05,softmax,translation,dot,106.294,311.558,0.0128214,0.00410509,0.0164204,0.0632184,0.431856,609
0.01,1e-05,softmax,translation,l2,12.4178,167.992,0.148638,0.0944171,0.246305,0.272578,0.702791,609
0.01,1e-05,softmax,diagonal,dot,12.5467,390.383,0.00717612,0.00328407,0.00574713,0.0139573,0.285714,609
0.01,1e-05,softmax,diagonal,l2,125.337,344.751,0.0216816,0.00821018,0.0369458,0.1133,0.33908,609
0.001,0.1,ranking,translation,dot,12.5089,240.29,0.0169758,0.00738916,0.0205255,0.0426929,0.505747,609
0.001,0.1,ranking,translation,l2,12.5395,388.484,0.007192,0.00164204,0.00821018,0.0197044,0.288177,609
0.001,0.1,ranking,diagonal,dot,84.6359,161.489,0.153197,0.10509,0.243021,0.262726,0.699507,609
0.001,0.1,ranking,diagonal,l2,105.67,303.268,0.0121843,0.00246305,0.0164204,0.0878489,0.428571,609
0.001,0.1,softmax,translation,dot,104.379,257.727,0.0100661,0.00328407,0.0090312,0.0229885,0.493432,609
0.001,0.1,softmax,translation,l2,106.694,324.593,0.0132759,0.00656814,0.0114943,0.0517241,0.377668,609
0.001,0.1,softmax,diagonal,dot,12.4168,161.791,0.151617,0.101806,0.244663,0.264368,0.688834,609
0.001,0.1,softmax,diagonal,l2,12.5443,382.878,0.00853675,0.00410509,0.00656814,0.0213465,0.278325,609
0.001,0.001,ranking,translation,dot,12.5098,242.718,0.0110657,0.00328407,0.0090312,0.0311987,0.499179,609
0.001,0.001,ranking,translation,l2,12.5391,377.941,0.00662183,0.00164204,0.00492611,0.0287356,0.305419,609
0.001,0.001,ranking,diagonal,dot,11.8775,124.807,0.150993,0.0985222,0.246305,0.263547,0.776683,609
0.001,0.001,ranking,diagonal,l2,84.6557,161.49,0.153248,0.102627,0.244663,0.264368,0.650246,609
0.001,0.001,softmax,translation,dot,105.509,297.552,0.0136509,0.00410509,0.0172414,0.091133,0.462233,609
0.001,0.001,softmax,translation,l2,103.887,251.351,0.0106926,0.00410509,0.0106732,0.0197044,0.504926,609
0.001,0.001,softmax,diagonal,dot,106.853,325.491,0.0113983,0.00410509,0.0114943,0.0533662,0.3711,609
0.001,0.001,softmax,diagonal,l2,12.4173,177.813,0.150343,0.0977011,0.2422,0.267652,0.692939,609
0.001,1e-05,ranking,translation,dot,12.5431,379.805,0.0094431,0.00492611,0.00821018,0.0279146,0.310345,609
0.001,1e-05,ranking,translation,l2,12.5102,238.331,0.0128875,0.00492611,0.00985222,0.045977,0.503284,609
0.001,1e-05,ranking,diagonal,dot,12.5423,390.461,0.00931652,0.00492611,0.0090312,0.0262726,0.272578,609
0.001,1e-05,ranking,diagonal,l2,103.514,180.651,0.147046,0.0960591,0.240558,0.269294,0.672414,609
0.001,1e-05,softmax,translation,dot,105.077,348.846,0.0392494,0.0172414,0.0796388,0.212644,0.385878,609
0.001,1e-05,softmax,translation,l2,12.8174,340.387,0.017017,0.00492611,0.0262726,0.0935961,0.362069,609
0.001,1e-05,softmax,diagonal,dot,103.906,224.42,0.0218385,0.0090312,0.0246305,0.123153,0.527915,609
0.001,1e-05,softmax,diagonal,l2,106.72,394.394,0.00869206,0.00328407,0.0090312,0.0320197,0.280788,609
0.0001,0.1,ranking,translation,dot,12.5088,177.511,0.148408,0.0985222,0.234811,0.267652,0.655172,609
0.0001,0.1,ranking,translation,l2,12.5119,351.001,0.036657,0.0155993,0.0656814,0.20936,0.367816,609
0.0001,0.1,ranking,diagonal,dot,12.5095,221.651,0.0159768,0.00328407,0.0197044,0.100164,0.550082,609
0.0001,0.1,ranking,diagonal,l2,12.5149,392.134,0.00705378,0.00164204,0.00738916,0.0287356,0.293924,609
0.0001,0.1,softmax,translation,dot,103.515,180.759,0.158163,0.109195,0.243021,0.261084,0.684729,609
0.0001,0.1,softmax,translation,l2,104.926,349.895,0.042007,0.0188834,0.0829228,0.205255,0.396552,609
0.0001,0.1,softmax,diagonal,dot,103.905,231.102,0.0170956,0.00656814,0.0180624,0.103448,0.543514,609
0.0001,0.1,softmax,diagonal,l2,106.639,392.454,0.00723286,0.00246305,0.00738916,0.0295567,0.324302,609
0.0001,0.001,ranking,translation,dot,12.7827,243.716,0.0143637,0.00492611,0.0205255,0.0566502,0.527094,609
0.0001,0.001,ranking,translation,l2,12.5088,184.649,0.148411,0.0977011,0.239737,0.263547,0.68555,609
0.0001,0.001,ranking,diagonal,dot,12.5118,347.274,0.035529,0.0155993,0.0689655,0.210181,0.399836,609
0.0001,0.001,ranking,diagonal,l2,12.5096,223.441,0.0196296,0.00574713,0.0229885,0.143678,0.551724,609
0.0001,0.001,softmax,translation,dot,12.5148,391.533,0.0090297,0.00246305,0.0114943,0.0369458,0.285714,609
0.0001,0.001,softmax,translation,l2,103.519,183.865,0.138188,0.0837438,0.240558,0.267652,0.66092,609
0.0001,0.001,softmax,diagonal,dot,105.076,350.045,0.0379114,0.0147783,0.0796388,0.215107,0.398194,609
0.0001,0.001,softmax,diagonal,l2,103.906,224.136,0.0181662,0.00492611,0.0205255,0.128079,0.564039,609
0.0001,1e-05,ranking,translation,dot,106.759,398.37,0.00783952,0.00246305,0.00821018,0.0254516,0.296388,609
0.0001,1e-05,ranking,translation,l2,12.5088,188.09,0.155202,0.109195,0.240558,0.260263,0.652709,609
0.0001,1e-05,ranking,diagonal,dot,12.512,351.028,0.0357491,0.0139573,0.0738916,0.201149,0.406404,609
0.0001,1e-05,ranking,diagonal,l2,12.7796,381.867,0.00713068,0.00246305,0.00492611,0.0246305,0.267652,609
0.0001,1e-05,softmax,translation,dot,12.5096,222.616,0.0212236,0.00574713,0.0311987,0.152709,0.520525,609
0.0001,1e-05,softmax,translation,l2,12.5152,396.956,0.00840984,0.00328407,0.00821018,0.0328407,0.280788,609
0.0001,1e-05,softmax,diagonal,dot,80.4356,187.288,0.142031,0.0952381,0.238916,0.260263,0.640394,609
0.0001,1e-05,softmax,diagonal,l2,84.6475,194.858,0.142652,0.0862069,0.243842,0.366174,0.6289,609
0.01,None,ranking,affine,dot,14.563,160.295,0.138774,0.091954,0.221675,0.247126,0.694581,609
0.01,None,ranking,affine,l2,12.7759,312.297,0.0277218,0.0139573,0.0410509,0.134647,0.418719,609
