num_triples ,num_sinks ,num_sinks_no_dup ,num_sources ,num_sources_no_dup ,num_repeats ,num_repeats_no_dup ,sink_avg           ,sink_min ,sink_q1 ,sink_med ,sink_q3 ,sink_max  ,source_avg         ,source_min ,source_q1 ,source_med ,source_q3 ,source_max ,repeat_avg         ,repeat_min ,repeat_q1 ,repeat_med ,repeat_q3 ,repeat_max
91058582    ,64901421  ,13623972         ,64901421    ,4385915            ,26157161    ,4577592            ,4.7637374595116215 ,1.0      ,1.0     ,1.0      ,2.0     ,3228500.0 ,14.797690287588859 ,1.0        ,2.0       ,6.0        ,15.0      ,1117411.0  ,5.7141752070029845 ,1.0        ,3.0       ,4.0        ,5.0       ,1637757.0
