num_triples ,num_sinks ,num_sinks_no_dup ,num_sources ,num_sources_no_dup ,num_repeats ,num_repeats_no_dup ,sink_avg          ,sink_min ,sink_q1 ,sink_med ,sink_q3 ,sink_max ,source_avg         ,source_min ,source_q1 ,source_med ,source_q3 ,source_max ,repeat_avg        ,repeat_min ,repeat_q1 ,repeat_med ,repeat_q3 ,repeat_max
4062        ,3329      ,2181             ,3329        ,2939               ,733         ,554                ,1.526605504587156 ,1.0      ,1.0     ,1.0      ,1.0     ,155.0    ,1.1327433628318584 ,1.0        ,1.0       ,1.0        ,1.0       ,56.0       ,1.321880650994575 ,1.0        ,1.0       ,1.0        ,1.0       ,73.0
